UF,Codigo,Cidade,Nome Posto,Latitude,Longitude
AL,936050,TRAIPU,TRAIPU,-9.966666666666667,-36.983333333333334
AL,936053,UNIAO DOS PALMARES,UNIAO DOS PALMARES,-9.166666666666666,-36.05
AL,936057,VICOSA,VICOSA,-9.383333333333333,-36.25
AM,364002,ALVARAES,LARANJAL,-3.24,-64.775
AM,658000,APUI,SANTAREM SUCUNDURI,-6.795277777777778,-59.04083333333333
AM,760001,APUI,BOCA DO GUARIBA,-7.705277777777778,-60.57833333333333
AM,470009,ATALAIA DO NORTE,LADARIO - JUSANTE,-4.583611111111111,-70.28111111111112
AM,359004,AUTAZES,AUTAZES,-3.576388888888889,-59.13388888888889
AM,62000,BARCELOS,BARCELOS,-0.9711111111111111,-62.92861111111111
AM,63000,BARCELOS,CUMARU,-0.5983333333333334,-63.397777777777776
AM,161002,BARCELOS,MOURA,-1.458888888888889,-61.63305555555556
AM,162000,BARCELOS,CARVOEIRO,-1.3944444444444444,-61.97916666666667
AM,162002,BARCELOS,UMANAPANA,-1.8872222222222221,-62.43666666666666
AM,162003,BARCELOS,VISTA ALEGRE DO UNINI,-1.7108333333333332,-62.82361111111111
AM,8063001,BARCELOS,VILA CONCEICAO - MONTANTE,-0.2275,-63.98833333333334
AM,257001,BARREIRINHA,BARREIRINHA,-2.792222222222222,-57.06444444444444
AM,257002,BOA VISTA DO RAMOS,BOA VISTA DO RAMOS,-2.970277777777778,-57.59
AM,867001,BOCA DO ACRE,BOCA DO ACRE,-8.735555555555555,-67.40027777777779
AM,867002,BOCA DO ACRE,SAO ROMAO (TABOCAL),-8.25,-67.36666666666666
AM,967001,BOCA DO ACRE,FLORIANO PEIXOTO,-9.066666666666666,-67.39694444444446
AM,968001,BOCA DO ACRE,SERINGAL DA CARIDADE,-9.043888888888889,-68.57722222222222
AM,459000,BORBA,BORBA,-4.39138888888889,-59.598333333333336
AM,460001,BORBA,COLOCACAO TUPANA,-4.166666666666667,-60.8
AM,758000,BORBA,BARRA DO SAO MANUEL,-7.338888888888889,-58.155
AM,261001,CAAPIRANGA,UNIAO,-2.9897222222222224,-61.72916666666667
AM,664001,CANUTAMA,CANUTAMA,-6.538888888888889,-64.38583333333334
AM,466001,CARAUARI,GAVIAO,-4.839166666666666,-66.85055555555554
AM,466002,CARAUARI,CAITITU,-4.333333333333333,-66.5
AM,567001,CARAUARI,XIBAUA,-5.8936111111111105,-67.85694444444444
AM,567002,CARAUARI,MARIMARI,-5.460833333333333,-67.40583333333333
AM,668000,CARAUARI,SANTOS DUMONT,-6.441666666666667,-68.24388888888889
AM,363000,COARI,BARRO ALTO - SAO RAIMUNDO DO IPIXUNA,-3.875,-63.78583333333333
AM,463003,COARI,VISTA ALEGRE,-4.6725,-63.623333333333335
AM,363002,CODAJAS,LIBERDADE,-3.456388888888889,-63.39222222222222
AM,669001,EIRUNEPE,SOLEDADE,-6.613888888888889,-69.12166666666666
AM,670000,EIRUNEPE,FOZ DO GREGORIO,-6.8,-70.65
AM,770001,EIRUNEPE,SERINGAL SANTO AMARO,-7.266666666666667,-70.98333333333333
AM,770000,ENVIRA,ENVIRA,-7.428055555555556,-70.0225
AM,266000,FONTE BOA,FONTE BOA,-2.533333333333333,-66.16666666666667
AM,267001,FONTE BOA,ESPIRITO SANTO,-2.75,-67.56666666666666
AM,662001,HUMAITA,JUMA,-7.008333333333334,-62.78722222222222
AM,762002,HUMAITA,MAICI-MIRIM,-7.630833333333334,-62.660555555555554
AM,762003,HUMAITA,MAICI-GRANDE,-7.802777777777778,-62.34777777777778
AM,763001,HUMAITA,HUMAITA,-7.5152777777777775,-63.02861111111111
AM,763002,HUMAITA,UHE SANTO ANTONIO HUMAITA,-7.527222222222222,-63.01277777777778
AM,771000,IPIXUNA,IPIXUNA,-7.050833333333333,-71.68416666666667
AM,772002,IPIXUNA,SERINGAL BOA FE,-7.235833333333334,-72.33361111111111
AM,260008,IRANDUBA,LAGO DO IPIXUNA,-2.8963888888888887,-60.68833333333333
AM,358000,ITACOATIARA,ITACOATIARA,-3.1375,-58.44305555555555
AM,166000,JAPURA,ACANAUI,-1.8211111111111111,-66.6
AM,167001,JAPURA,MAMORI,-1.7319444444444445,-67.5786111111111
AM,169000,JAPURA,VILA BITTENCOURT,-1.3947222222222222,-69.42833333333334
AM,169002,JAPURA,MANGUEIRA,-1.7333333333333334,-69.11666666666666
AM,366001,JURUA,MARTIRIO,-2.9811111111111113,-65.94194444444445
AM,266004,JUTAI,PORTO ANTUNES,-2.890277777777778,-66.94916666666667
AM,367001,JUTAI,PORTO SEGURO,-3.3372222222222225,-67.4888888888889
AM,467002,JUTAI,BARREIRA ALTA NOVA (MAROA),-4.571111111111111,-68.0111111111111
AM,468003,JUTAI,CONCEICAO (EX. ILHA DA NOVA SORTE),-4.8966666666666665,-68.66333333333334
AM,468004,JUTAI,TANIBUCA,-4.741666666666667,-68.135
AM,568001,JUTAI,COLOCACAO CAXIAS NOVO,-5.380833333333333,-68.99833333333333
AM,569001,JUTAI,NOVA VIDA,-5.633333333333333,-69.23333333333333
AM,764001,LABREA,LABREA,-7.25,-64.83333333333333
AM,764003,LABREA,CRISTO,-7.465,-64.24333333333334
AM,765000,LABREA,CACHOEIRA,-7.7155555555555555,-66.05833333333334
AM,765001,LABREA,SAO BENTO,-7.530555555555556,-65.35
AM,865000,LABREA,FAZENDA SHEFFER,-8.334444444444445,-65.71944444444445
AM,967004,LABREA,RESTAURANTE PORTEIRA DO AMAZONAS,-9.500833333333333,-67.28222222222222
AM,260009,MANAUS,RIO CUIEIRAS,-2.6655555555555557,-60.3275
AM,360005,MANAUS,COMUNIDADE SAO JOAO,-3.047222222222222,-60.255833333333335
AM,661001,MANICORE,NOVA ESPERANCA,-6.360555555555555,-61.766666666666666
AM,761003,MANICORE,FAZENDA BELA VISTA,-7.853333333333333,-61.33388888888889
AM,861002,MANICORE,BONAMIGO,-8.001666666666667,-61.749722222222225
AM,165000,MARAA,MARAA,-1.8611111111111112,-65.59055555555555
AM,265000,MARAA,SAO PEDRO,-2.35,-65.11666666666666
AM,157001,NHAMUNDA,MINERACAO CAIMA,-1.4377777777777778,-57.8275
AM,256002,NHAMUNDA,NHAMUNDA,-2.189722222222222,-56.71055555555556
AM,359001,NOVA OLINDA DO NORTE,NOVA OLINDA DO NORTE,-3.8847222222222224,-59.08972222222222
AM,459001,NOVA OLINDA DO NORTE,NITEROI (TERRA PRETA II),-4.749722222222222,-59.24944444444444
AM,161004,NOVO AIRAO,SERINGALZINHO,-1.8325,-61.598333333333336
AM,560001,NOVO ARIPUANA,RECREIO (PEDREIRAS),-5.296388888888889,-60.70055555555556
AM,560002,NOVO ARIPUANA,MONTE ALEGRE,-5.589166666666666,-60.37361111111111
AM,660000,NOVO ARIPUANA,SERINGAL JENIPAPO,-6.000277777777778,-60.187777777777775
AM,759000,NOVO ARIPUANA,VILA DO APUI,-7.204444444444444,-59.893055555555556
AM,760000,NOVO ARIPUANA,PRAINHA VELHA,-7.205,-60.64361111111111
AM,256000,PARINTINS,PARINTINS,-2.6333333333333333,-56.733333333333334
AM,257003,PARINTINS,MOCAMBO,-2.4555555555555557,-57.2825
AM,766001,PAUINI,SERINGAL FORTALEZA,-7.717222222222222,-66.98472222222222
AM,767002,PAUINI,FAZENDA BORANGABA,-7.54,-67.47777777777777
AM,159000,PRESIDENTE FIGUEIREDO,BALBINA P-8 (UHE BALBINA),-1.9380555555555556,-59.483333333333334
AM,160000,PRESIDENTE FIGUEIREDO,POSTO ABONARI - FUNAI,-1.2988888888888888,-60.39972222222222
AM,65001,SANTA IZABEL DO RIO NEGRO,TAPURUQUARA,-0.4202777777777778,-65.01527777777778
AM,268000,SANTO ANTONIO DO ICA,BOA UNIAO,-2.8805555555555555,-68.79861111111111
AM,269001,SANTO ANTONIO DO ICA,IPIRANGA NOVO,-2.929722222222222,-69.69305555555556
AM,367000,SANTO ANTONIO DO ICA,SANTO ANTONIO DO ICA,-3.1016666666666666,-67.93555555555555
AM,66000,SAO GABRIEL DA CACHOEIRA,LIVRAMENTO,-0.28888888888888886,-66.15333333333334
AM,67000,SAO GABRIEL DA CACHOEIRA,SAO GABRIEL DA CACHOEIRA,-0.12527777777777777,-67.0611111111111
AM,67002,SAO GABRIEL DA CACHOEIRA,TUMBIRA,-0.34444444444444444,-67.53583333333333
AM,8069005,SAO GABRIEL DA CACHOEIRA,IAUARETE,-0.5991666666666667,-69.19305555555556
AM,368001,SAO PAULO DE OLIVENCA,SAO PAULO DE OLIVENCA,-3.456944444444445,-68.91194444444444
AM,369000,SAO PAULO DE OLIVENCA,SANTA RITA DO WEIL,-3.5730555555555554,-69.37083333333332
AM,462002,TAPAUA,BEABA,-4.85861111111111,-62.86833333333333
AM,563002,TAPAUA,BATURITE,-5.7219444444444445,-63.51083333333333
AM,564001,TAPAUA,NOVA OLINDA,-5.583055555555555,-64.33527777777778
AM,564002,TAPAUA,SERINGAL SAUDADE (TAPIRI),-5.953333333333333,-64.31638888888888
AM,664000,TAPAUA,BACABA,-6.325,-64.89111111111112
AM,364001,TEFE,JUTICA,-3.590277777777778,-64.30694444444444
AM,465000,TEFE,ESTIRAO DA SANTA CRUZ,-4.292222222222222,-65.20166666666667
AM,465001,TEFE,CIPO,-4.866666666666667,-65.75
AM,563000,TEFE,SERINGAL MOREIRA,-5.109166666666666,-63.984722222222224
AM,158003,URUCARA,SAO JOSE,-1.9327777777777777,-58.255833333333335
AM,158004,URUCARA,BASE SIDERAMA - JUSANTE,-1.6833333333333333,-58.53333333333333
AM,257000,URUCARA,URUCARA,-2.5377777777777775,-57.75805555555556
AP,8250003,AMAPA,AMAPA,1.9452777777777777,-50.78805555555555
AP,8250002,CALCOENE,CALCOENE,1.5044444444444445,-50.950833333333335
AP,8251001,CALCOENE,CUNANI,1.3016666666666667,-51.36138888888889
AP,8251003,CALCOENE,LOURENCO,1.6916666666666667,-51.63805555555555
AP,8050000,MACAPA,CARMO,-0.5080555555555556,-50.748333333333335
AP,8050001,MACAPA,BAILIQUE (VILA PROGRESSO),-0.8730555555555556,-50.05222222222222
AP,8051002,MACAPA,MACAPA,-0.045,-51.11
AP,8051010,MACAPA,PORTO ARIRI,-0.3030555555555555,-51.126666666666665
AP,51002,MAZAGAO,NAVIO,-0.39916666666666667,-51.42027777777778
AP,51004,MAZAGAO,VILA DO MARACA,-0.18055555555555555,-51.73583333333333
AP,52003,MAZAGAO,SAO PEDRO,-0.45666666666666667,-52.0775
AP,8251004,OIAPOQUE,PONTE CASSIPORE,1.0422222222222222,-51.42305555555555
AP,8351002,OIAPOQUE,OIAPOQUE,2.156388888888889,-51.837500000000006
AP,8051012,PORTO GRANDE,CUPIXI,-0.615,-51.765
AP,8052000,SERRA DO NAVIO,SERRA DO NAVIO,-0.8802777777777778,-52.00944444444445
AP,8150000,TARTARUGALZINHO,APOREMA,0.7738888888888888,-50.89722222222222
AP,8150001,TARTARUGALZINHO,TARTARUGAL GRANDE,0.6022222222222222,-50.92361111111111
AP,8151000,TARTARUGALZINHO,ITAUBAL DO AMAPA,0.4197222222222222,-50.90277777777778
BA,839046,ABARE,CURRAL DE PEDRA,-8.783888888888889,-39.26083333333333
BA,1137042,ACAJUTIBA,FAZENDA TRIANON,-11.655000000000001,-37.93694444444444
BA,1038003,ADUSTINA,ACUDE ADUSTINA,-10.56388888888889,-38.07472222222223
BA,1238006,ALAGOINHAS,ALAGOINHAS ,-12.148888888888889,-38.424166666666665
BA,1238042,ALAGOINHAS,BURACICA,-12.251388888888888,-38.515
BA,1739010,ALCOBACA,ALCOBACA,-17.515555555555554,-39.2275
BA,1339021,AMARGOSA,AMARGOSA,-13.016666666666667,-39.583333333333336
BA,1238088,AMELIA RODRIGUES,AMELIA RODRIGUES (PMA),-12.416666666666666,-38.766666666666666
BA,1141021,AMERICA DOURADA,IPANEMA,-11.407222222222222,-41.603611111111114
BA,1241043,AMERICA DOURADA,AMERICA DOURADA,-11.463055555555554,-41.441111111111105
BA,1441034,ANAGE,ANAGE,-14.612499999999999,-41.13805555555555
BA,1241008,ANDARAI,ANDARAI,-12.801666666666668,-41.3275
BA,1144014,ANGICAL,SAO SEBASTIAO,-11.979444444444445,-44.87722222222222
BA,1038018,ANTAS,ANTAS,-10.408333333333333,-38.331388888888895
BA,1639020,APORA,EGREB,-16.087777777777777,-39.21555555555556
BA,1238010,ARACAS,ARACAS,-12.210277777777778,-38.20055555555556
BA,1441011,ARACATU,ARACATU (SAO PEDRO),-14.416666666666666,-41.46666666666667
BA,1441036,ARACATU,ARACATU,-14.425555555555555,-41.46805555555556
BA,1138015,ARACI,ARACI,-11.333333333333334,-38.95
BA,1138028,ARACI,FAZENDA LARANJEIRAS III,-11.3325,-38.967222222222226
BA,1139009,ARACI,ACUDE POCO GRANDE (ARACI),-11.253055555555555,-39.09444444444445
BA,1339020,ARATUIPE,ARATUIPE,-13.566944444444443,-39.00194444444445
BA,1244023,BAIANOPOLIS,LAGOA CLARA,-12.660555555555556,-44.38916666666667
BA,1140044,BAIXA GRANDE,BAIXA GRANDE,-11.906944444444445,-40.18222222222222
BA,1143005,BARRA,BARRA-1,-11.084722222222222,-43.13861111111111
BA,1143006,BARRA,BARRA-2,-11.083333333333334,-43.15
BA,1143009,BARRA,BOQUEIRAO (BOSSOROCA),-11.342777777777778,-43.825
BA,1142014,BARRA DO MENDES,BARRA DO MENDES,-11.816666666666666,-42.06666666666667
BA,1142027,BARRA DO MENDES,BARRA DOS MENDES,-11.803333333333335,-42.05555555555555
BA,1145013,BARREIRAS,PONTE SERAFIM - MONTANTE,-11.89611111111111,-45.61194444444445
BA,1145014,BARREIRAS,NOVA VIDA - MONTANTE,-11.8525,-45.12222222222222
BA,1145023,BARREIRAS,FAZENDA SAO ROQUE,-11.95722222222222,-45.45611111111111
BA,1145024,BARREIRAS,RIO LIMPO,-11.713888888888889,-45.97416666666667
BA,1244011,BARREIRAS,BARREIRAS,-11.154444444444445,-45.009166666666665
BA,1244021,BARREIRAS,BREJO NOVO,-12.232222222222223,-44.93416666666666
BA,1245004,BARREIRAS,FAZENDA REDENCAO,-12.134722222222221,-45.10416666666667
BA,1245009,BARREIRAS,BARREIRAS (CODEVASF),-12.15,-45.0
BA,1245014,BARREIRAS,FAZENDA JOHA,-12.125555555555556,-45.81083333333333
BA,1245017,BARREIRAS,LIMOEIRO-1,-12.290833333333333,-45.54472222222222
BA,1245029,BARREIRAS,LIMOEIRO-2,-12.291666666666666,-45.54277777777778
BA,1141023,BARRO ALTO,BARRO ALTO,-11.7675,-41.907777777777774
BA,1538001,BELMONTE,BELMONTE,-15.870555555555557,-38.88861111111111
BA,1138010,BIRITINGA,BIRITINGA,-11.6,-38.78333333333333
BA,1240004,BOA VISTA DO TUPIM,BOA VISTA DO TUPIM,-12.656944444444445,-40.60916666666667
BA,1240030,BOA VISTA DO TUPIM,BOA VISTA TUPIM,-12.654444444444445,-40.58833333333334
BA,1343009,BOM JESUS DA LAPA,FAZENDA BATALHA,-13.638333333333334,-43.470555555555556
BA,1343018,BOM JESUS DA LAPA,BOM JESUS DA LAPA,-13.248888888888889,-43.401111111111106
BA,1343026,BOM JESUS DA LAPA,QUILOMBO,-13.723611111111111,-43.493611111111115
BA,1440037,BOM JESUS DA SERRA,BOM JESUS DA SERRA,-14.375555555555556,-40.490833333333335
BA,1241003,BONINAL,BONINAL (GUARANI)-1,-12.709999999999999,-41.82527777777778
BA,1241036,BONINAL,BONINAL (GUARANI)-2,-12.674444444444443,-41.84527777777778
BA,1141018,BONITO,BONITO,-11.971666666666668,-41.26222222222222
BA,1241027,BONITO,FAZENDA RIBEIRO,-12.06,-41.347500000000004
BA,1339019,BREJOES,BREJOES,-13.1,-39.78333333333333
BA,1243020,BREJOLANDIA,BREJOLANDIA,-12.485277777777776,-43.940555555555555
BA,1242006,BROTAS DE MACAUBAS,BROTAS DE MACAUBAS-1,-12.0,-42.63333333333333
BA,1242015,BROTAS DE MACAUBAS,BROTAS DE MACAUBAS-2,-12.00361111111111,-42.62833333333333
BA,1441019,BRUMADO,UBIRACABA,-14.133333333333333,-41.983333333333334
BA,1441031,BRUMADO,BRUMADO,-14.281666666666668,-41.756388888888885
BA,1043012,BURITIRAMA,BURITIRAMA,-10.72861111111111,-43.630833333333335
BA,1140020,CAEM,CAEM-1,-11.094166666666668,-40.434999999999995
BA,1140037,CAEM,GONCALO,-11.191666666666666,-40.26611111111111
BA,1140039,CAEM,CAEM-2,-11.093611111111112,-40.4325
BA,1442003,CAETITE,CAETITE-1,-14.066666666666666,-42.483333333333334
BA,1442015,CAETITE,CAETITE-2,-14.067777777777778,-42.48888888888889
BA,1141025,CAFARNAUM,CAFARNAUM,-11.674722222222222,-41.468333333333334
BA,1040026,CALDEIRAO GRANDE,PONTO NOVO,-10.844444444444445,-40.111666666666665
BA,1539014,CAMACAN,FAZENDA NANCY,-15.603333333333333,-39.51694444444444
BA,1539022,CAMACAN,CAMACAN (VARGITO),-15.425277777777778,-39.49277777777778
BA,1539037,CAMACAN,CAMACAN,-15.416666666666666,-39.5
BA,1238000,CAMACARI,TIRIRICA,-12.570277777777777,-38.056666666666665
BA,1238046,CAMACARI,EMBOACICA,-12.603055555555555,-38.1375
BA,1238114,CAMACARI,CAMACARI ,-12.671944444444444,-38.35944444444445
BA,1339048,CAMAMU,FAZENDA CULTROSA,-13.931944444444444,-39.15861111111111
BA,943013,CAMPO ALEGRE DE LOURDES,BALUARTE,-9.478055555555555,-43.538333333333334
BA,943014,CAMPO ALEGRE DE LOURDES,CAMPO ALEGRE DE LOURDES,-9.513055555555555,-43.025277777777774
BA,1040018,CAMPO FORMOSO,SAO TOME,-10.6,-40.95
BA,1040028,CAMPO FORMOSO,ABREUS,-10.1,-40.68333333333333
BA,1040031,CAMPO FORMOSO,CAMPO FORMOSO,-10.508611111111112,-40.331388888888895
BA,1040034,CAMPO FORMOSO,OLHO D'AGUA,-10.698611111111111,-40.6
BA,1040036,CAMPO FORMOSO,LAJES,-10.185277777777777,-40.95861111111111
BA,1141024,CANARANA,CANARANA,-11.693888888888889,-41.78777777777778
BA,1541001,CANDIDO SALES,CANDIDO SALES,-15.505,-41.22916666666667
BA,1039003,CANSANCAO,CANSANCAO,-10.666666666666666,-39.49666666666667
BA,1039032,CANSANCAO,AMBROSIO,-10.98472222222222,-39.23638888888889
BA,1039033,CANSANCAO,CANSACAO,-10.70111111111111,-39.5425
BA,939012,CANUDOS,CANUDOS,-9.8925,-39.02972222222222
BA,1039039,CANUDOS,ALTO REDONDO,-10.081944444444444,-39.03
BA,1140033,CAPIM GROSSO,ACUDE RIO DO PEIXE,-11.230277777777777,-39.965833333333336
BA,1739007,CARAVELAS,CARAVELAS,-17.739444444444445,-39.2575
BA,1237003,CARDEAL DA SILVA,JANGADO,-12.130277777777778,-37.94166666666666
BA,1443002,CARINHANHA,CARINHANHA-1,-14.304444444444446,-43.768055555555556
BA,1443018,CARINHANHA,CARINHANHA-2,-14.3,-43.766666666666666
BA,841019,CASA NOVA,LUIS VIANA,-8.743888888888888,-41.243611111111115
BA,940039,CASA NOVA,BAIXA GRANDE,-9.146944444444443,-40.964444444444446
BA,941011,CASA NOVA,CASA NOVA,-9.174999999999999,-40.97
BA,941016,CASA NOVA,LAJEDO,-9.286388888888888,-41.52583333333333
BA,941017,CASA NOVA,LAGOA DO ALEGRE,-9.106944444444444,-41.689722222222215
BA,1239002,CASTRO ALVES,CASTRO ALVES,-12.766666666666667,-39.416666666666664
BA,1142028,CENTRAL,CENTRAL,-11.13361111111111,-42.091944444444444
BA,839027,CHORROCHO,CHORROCHO,-8.979444444444445,-39.098333333333336
BA,938015,CHORROCHO,VARZEA DA EMA,-9.517222222222223,-38.994166666666665
BA,939021,CHORROCHO,SITIO FURNAS,-9.134166666666665,-39.319722222222225
BA,1038004,CICERO DANTAS,CICERO DANTAS,-10.595,-38.38583333333333
BA,1138014,CIPO,CIPO,-11.098055555555556,-38.51305555555555
BA,1439072,COARACI,COARACI,-14.640555555555554,-39.55333333333333
BA,1444015,COCOS,COCOS,-14.180277777777777,-44.530833333333334
BA,1444017,COCOS,FAZENDA PORTO ALEGRE,-14.268333333333334,-44.52166666666667
BA,1444021,COCOS,PONTE DO ITAGUARI,-14.232222222222223,-44.625277777777775
BA,1445004,COCOS,TOMIX,-14.332222222222223,-45.39694444444444
BA,1139000,CONCEICAO DO COITE,SALGADALIA,-11.466666666666667,-39.18333333333333
BA,1139024,CONCEICAO DO COITE,CONCEICAO DO COITE,-11.525,-39.31166666666666
BA,1137029,CONDE,CONDE,-11.813055555555556,-37.61138888888889
BA,1137039,CONDE,ALTAMIRA (IAA),-11.766666666666667,-37.81666666666667
BA,1137043,CONDE,USINA ALTAMIRA,-11.768333333333334,-37.80361111111111
BA,1441016,CONDEUBA,CONDEUBA,-14.883333333333333,-41.983333333333334
BA,1340039,CONTENDAS DO SINCORA,SINCORA,-13.824166666666667,-40.986666666666665
BA,1341007,CONTENDAS DO SINCORA,CONTENDAS DO SINCORA,-13.766666666666667,-41.03333333333333
BA,1344015,CORIBE,COLONIA DO FORMOSO,-13.566666666666666,-44.30611111111111
BA,1344028,CORIBE,CORIBE,-13.823055555555555,-44.46
BA,1037053,CORONEL JOAO SA,CORONEL JOAO SA (IGUABA),-10.283888888888889,-37.927499999999995
BA,1037079,CORONEL JOAO SA,CORONEL JOAO SA,-10.283055555555556,-37.93083333333333
BA,1344004,CORRENTINA,CORRENTINA-1,-13.333333333333334,-44.63333333333333
BA,1344014,CORRENTINA,CORRENTINA-2,-13.336388888888889,-44.65222222222222
